ID_YPS,SPP,GENUS,SPECIES,FAMILY,LIANA,FOREST
ACINGAFA6,INGAFA,Inga,laurina,Fabaceae,0,Unknown
CHMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
CHANNOHA4,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHSOROAF7,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
CHALSEBL9,ALSEBL,Alseis,blackiana,Rubiaceae,0,Unknown
CHANNOHA10,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHPHRYCO9,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
CHDOLIDE6,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
CHANNOHA6,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHFARAOC4,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
MECAPPIN7,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MECAPPIN5,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MEPOSOLA8,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MECAPPIN4,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MEMACHM25,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
MEOURALU10,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEOURALU9,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEMACHM24,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
MEOURALU5,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEPOSOLA6,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MEMASCNE6,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MEPIT1RU10,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MEMASCNE5,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MESERJME6,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MEANACEX11,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Unknown
MELACIAG6,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MEINGAVE6,INGAVE,Inga,vera,Fabaceae,0,Unknown
MEPHRYCO5,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MECAPPIN3,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MEINGAVE5,INGAVE,Inga,vera,Fabaceae,0,Unknown
MEOURALU4,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEPHRYCO4,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MEPHRYCO3,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MEPIT1RU7,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MECASTEL7,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MEMASCNE4,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MEPSYCHO6,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
MEPSYCHO5,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
METYNNCR6,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MESERJME3,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MEINGAVE4,INGAVE,Inga,vera,Fabaceae,0,Unknown
MECAPPIN2,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MEDOLIMA6,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
MEMACHM21,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
MEPOSOLA5,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MEHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MESTIZRI5,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
MEPOSOLA11,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MECASTEL6,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MEPIT1RU6,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MELACIAG4,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MEPOSOLA4,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MEHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MESERJME4,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MELACIAG3,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MEINGAVE3,INGAVE,Inga,vera,Fabaceae,0,Unknown
MEHIRTRA5,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MEPIPEGR2,PIPEGR,Piper,grande,Piperaceae,0,Unknown
MESERJME2,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MEPIPEAE6,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
METYNNCR5,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MEPIPEGR10,PIPEGR,Piper,grande,Piperaceae,0,Unknown
METYNACR4,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MEPIPEGR1,PIPEGR,Piper,grande,Piperaceae,0,Unknown
MEPIPEGR6,PIPEGR,Piper,grande,Piperaceae,0,Unknown
PMSTYLST11,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MEHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MEPICRLA10,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MELACIAG5,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MESERJME5,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MEPICRLA5,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MEPSYCHO4,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
MEPSYCHO3,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
PMSTYLST6,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MEOURALU3,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEPIPEGR8,PIPEGR,Piper,grande,Piperaceae,0,Unknown
MELACIAG2,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MEPICRLA6,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MEALIBED6,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
MEPIPEAE5,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
MEHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MECALLLA7,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
MELACIAG1,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
MEMACHM22,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
MESTIZRI9,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
METYNNCR4,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MEDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
MECALLLA5,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
MEPERIPR9,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
MEPHRYCO7,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MEMASCNE3,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MESTIZRI8,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
METET1PO9,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
MEALIBED5,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
PMSTYLST12,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MEANACEX6,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Unknown
MECNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MEALIBED4,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
MECASTEL5,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MEDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
PMSTYLST5,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MESTIZRI4,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
METET1PO5,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
MEDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
MEPIT1RU4,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MECHR2CA6,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MESTIZRI3,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
MEPAR1PY6,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
MEPIT1RU3,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MEINGAVE2,INGAVE,Inga,vera,Fabaceae,0,Unknown
MEPSYCHO2,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
MEPAR1PY7,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
MEALIBED3,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
MECNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MESTIZRI2,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
MEPAR1PY5,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
PMSTYLST3,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MENECTMA7,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MEPAR1PY4,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
MENECTMA6,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MEPERIPR5,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
MECALLLA4,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
MEPIT1RU2,PIT1RU,Cojoba,rufescens,Fabaceae,0,Unknown
MECHR2CA5,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MEPHRYCO2,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MEPAR1PY3,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
METYNNCR3,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MEPERIPR4,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
MEINGAVE1,INGAVE,Inga,vera,Fabaceae,0,Unknown
MEPIPEAE4,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
MEPHRYCO1,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
MECHR2CA4,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MEPAR1PY2,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
METET1PO4,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
METYNNCR2,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MECALLLA3,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
MECNESRU4,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MEPIPEAE3,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
MEANACEX4,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Unknown
MECHR2CA3,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MECNESRU3,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MENECTMA11,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MEPERIPR3,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
MENECTMA4,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MECASTEL3,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MENECTMA3,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MEALIBED2,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
MECALLLA2,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
MEPSYCHO1,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
MEPIPEAE2,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
MEOURALU1,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
MEPIPEGR5,PIPEGR,Piper,grande,Piperaceae,0,Unknown
MEPICRLA3,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MECNESRU2,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MECHR2CA2,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MESTIZRI1,STIZRI,Stizophyllum,riparium,Bignoniaceae,1,Unknown
MEDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
METET1PO3,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
MEPIPEAE1,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
MEANACEX2,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Unknown
MENECTMA2,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
METYNNCR1,TYNNCR,Tynanthus,croatianus,Bignoniaceae,1,Unknown
MEALIBED1,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
MECAPPIN1,CAPPIN,Morisonia,indica,Capparaceae,0,Unknown
MENECTMA1,NECTMA,Damburneya,martinicensis,Lauraceae,0,Unknown
MEPICRLA2,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MECNESRU1,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
MEPOSOLA1,POSOLA,Posoqueria,latifolia,Rubiaceae,0,Unknown
MEMASCNE2,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MEHIRTRA1,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
MEDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
METET1PO2,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
MEPICRLA1,PICRLA,Picramnia,latifolia,Picramniaceae,0,Unknown
MESERJME1,SERJME,Serjania,mexicana,Sapindaceae,1,Unknown
MEPERIPR2,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
PMSTYLST1,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
MECHR2CA1,CHR2CA,Chrysophyllum,cainito,Sapotaceae,0,Unknown
MEANACEX1,ANACEX,Anacardium,excelsum,Anacardiaceae,0,Unknown
NECASTEL2,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MEPERIPR1,PERIPR,Peritassa,pruinosa,Celastraceae,1,Unknown
MECALLLA1,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
METET1PO1,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
MEMASCNE1,MASCNE,Mascagnia,ovatifolia,Malpighiaceae,1,Unknown
MECASTEL1,CASTEL,Castilla,elastica,Moraceae,0,Unknown
MEMACHM29,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
MEMACHM210,MACHM2,Machaerium,milleflorum,Fabaceae,1,Unknown
CHANNOHA3,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHINGAFA5,INGAFA,Inga,laurina,Fabaceae,0,Unknown
CHCALLLA5,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
CHPROTTE6,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
CHGUARGU3,GUARGU,Guarea,guidonia,Meliaceae,0,Unknown
CHSOROAF6,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
CHDOLIDE3,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
CHCOVCP15,COCCP1,Coccoloba,excelsa,Polygonaceae,1,Unknown
CHVIROSE5,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
CHPIPECO4,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
CHCUPASY6,CUPASY,Cupania,seemannii,Sapindaceae,0,Unknown
CHARDIPE6,ARDIPE,Ardisia,pellucida,Primulaceae,0,Unknown
CHPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
CHDOLIDE2,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
CHMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
CHDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
CHCUPASY4,CUPASY,Cupania,seemannii,Sapindaceae,0,Unknown
CHPHRYCO10,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
CHPROTTE8,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
CHCOCCP14,COCCP1,Coccoloba,excelsa,Polygonaceae,1,Unknown
CHFORSVI3,FORSVI,Forsteronia,acouci,Apocynaceae,1,Unknown
CHSWARS14,SWARS1,Swartzia,simplex,Fabaceae,0,Unknown
CHTROPRA5,TROPRA,Trophis,racemosa,Moraceae,0,Unknown
CHGUSTSU4,GUSTSU,Gustavia,superba,Lecythidaceae,0,Unknown
CHGUSTSU5,GUSTSU,Gustavia,superba,Lecythidaceae,0,Unknown
CHDOLIOL4,DOLIOL,Doliocarpus,olivaceus,Dilleniaceae,1,Unknown
CHPIPECU2,PIPECU,Piper,colonense,Piperaceae,0,Unknown
CHSOROAF5,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
CHTROPRA4,TROPRA,Trophis,racemosa,Moraceae,0,Unknown
CHFORSVI2,FORSVI,Forsteronia,acouci,Apocynaceae,1,Unknown
CHCUPASY5,CUPASY,Cupania,seemannii,Sapindaceae,0,Unknown
CHVIROSE4,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
CHDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
CHTROPRA3,TROPRA,Trophis,racemosa,Moraceae,0,Unknown
CHARDIPE5,ARDIPE,Ardisia,pellucida,Primulaceae,0,Unknown
CHCALLLA3,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
CHFARAOC2,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
CHINGAFA4,INGAFA,Inga,laurina,Fabaceae,0,Unknown
CHARDIPE4,ARDIPE,Ardisia,pellucida,Primulaceae,0,Unknown
CHSOROAF4,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
CHDOLIOL3,DOLIOL,Doliocarpus,olivaceus,Dilleniaceae,1,Unknown
CHCOCCP13,COCCP1,Coccoloba,excelsa,Polygonaceae,1,Unknown
CHPIPECO3,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
CHVIROSE3,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
CHSWARS13,SWARS1,Swartzia,simplex,Fabaceae,0,Unknown
CHALSEBL2,ALSEBL,Alseis,blackiana,Rubiaceae,0,Unknown
CHFARAOC1,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
CHCNESRU6,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
CHRINOSY2,RINOSY,Rinorea,silvatica,Violaceae,0,Unknown
CHGUARGU2,GUARGU,Guarea,guidonia,Meliaceae,0,Unknown
CHLACIAG4,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
CHANNOHA2,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHINGAFA3,INGAFA,Inga,laurina,Fabaceae,0,Unknown
CHGUSTSU3,GUSTSU,Gustavia,superba,Lecythidaceae,0,Unknown
CHALSEBL1,ALSEBL,Alseis,blackiana,Rubiaceae,0,Unknown
CHCUPASY3,CUPASY,Cupania,seemannii,Sapindaceae,0,Unknown
CHSWARS12,SWARS1,Swartzia,simplex,Fabaceae,0,Unknown
CHFORSVI1,FORSVI,Forsteronia,acouci,Apocynaceae,1,Unknown
CHMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
CHTROPRA2,TROPRA,Trophis,racemosa,Moraceae,0,Unknown
CHCNESRU5,CNESRU,Cnestidium,rufescens,Connaraceae,1,Unknown
CHLACIAG3,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
CHCOCCP12,COCCP1,Coccoloba,excelsa,Polygonaceae,1,Unknown
CHCALLA2,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
CHANNOHA1,ANNOHA,Annona,hayesii,Annonaceae,0,Unknown
CHPROTTE9,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
CHCALLLA6,CALLLA,Callichlamys,latifolia,Bignoniaceae,1,Unknown
CHDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVPROTTE3,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVSOROAF6,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVOURALU9,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVMANSKE10,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVPLEOVA8,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVTET1PO6,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVTET1PO9,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVPROTTE10,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVASPICR10,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVMANSKE5,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVSOROAF10,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVMANSKE7,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVTET1PO4,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVTET1PO10,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVASPICR5,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVASPICR6,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVVIROSE8,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVOURALU10,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVCOU2CU10,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVSOROAF8,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVMANSKE3,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVHEISCO8,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVPROTTE7,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVSOROAF7,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVVIROSE9,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVCONNPA8,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVPETRAS8,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVFARAOC9,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
