anonymous_id,view_id,blinded_image,original_image_file,original_eval_path,original_source_path
individual_030,view_01,2026_data/blind_human_annotation_set/images/individual_030/view_01.jpg,Celastraceae_Prionostemma_aspera_BAR0305_001.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_001.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_001.jpg
individual_030,view_02,2026_data/blind_human_annotation_set/images/individual_030/view_02.jpg,Celastraceae_Prionostemma_aspera_BAR0305_002.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_002.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_002.jpg
individual_030,view_03,2026_data/blind_human_annotation_set/images/individual_030/view_03.jpg,Celastraceae_Prionostemma_aspera_BAR0305_003.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_003.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_003.jpg
individual_030,view_04,2026_data/blind_human_annotation_set/images/individual_030/view_04.jpg,Celastraceae_Prionostemma_aspera_BAR0305_004.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_004.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_004.jpg
individual_030,view_05,2026_data/blind_human_annotation_set/images/individual_030/view_05.jpg,Celastraceae_Prionostemma_aspera_BAR0305_005.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_005.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Prionostemma/by_species/aspera/BAR0305/Celastraceae_Prionostemma_aspera_BAR0305_005.jpg
individual_031,view_01,2026_data/blind_human_annotation_set/images/individual_031/view_01.jpg,Celastraceae_Tontelea_passiflora_SHTONTOV3_001.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_001.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_001.jpg
individual_031,view_02,2026_data/blind_human_annotation_set/images/individual_031/view_02.jpg,Celastraceae_Tontelea_passiflora_SHTONTOV3_002.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_002.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_002.jpg
individual_031,view_03,2026_data/blind_human_annotation_set/images/individual_031/view_03.jpg,Celastraceae_Tontelea_passiflora_SHTONTOV3_003.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_003.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_003.jpg
individual_031,view_04,2026_data/blind_human_annotation_set/images/individual_031/view_04.jpg,Celastraceae_Tontelea_passiflora_SHTONTOV3_004.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_004.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_004.jpg
individual_031,view_05,2026_data/blind_human_annotation_set/images/individual_031/view_05.jpg,Celastraceae_Tontelea_passiflora_SHTONTOV3_005.jpg,2026_data/human_annotated_eval_set/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_005.jpg,2026_data/sorted_12K/training/by_family/Celastraceae/by_genus/Tontelea/by_species/passiflora/SHTONTOV3/Celastraceae_Tontelea_passiflora_SHTONTOV3_005.jpg
individual_032,view_01,2026_data/blind_human_annotation_set/images/individual_032/view_01.jpg,Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_001.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_001.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_001.jpg
individual_032,view_02,2026_data/blind_human_annotation_set/images/individual_032/view_02.jpg,Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_002.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_002.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_002.jpg
individual_032,view_03,2026_data/blind_human_annotation_set/images/individual_032/view_03.jpg,Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_003.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_003.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_003.jpg
individual_032,view_04,2026_data/blind_human_annotation_set/images/individual_032/view_04.jpg,Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_004.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_004.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_004.jpg
individual_032,view_05,2026_data/blind_human_annotation_set/images/individual_032/view_05.jpg,Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_005.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_005.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Hirtella/by_species/racemosa/ANHIRTRA4/Chrysobalanaceae_Hirtella_racemosa_ANHIRTRA4_005.jpg
individual_033,view_01,2026_data/blind_human_annotation_set/images/individual_033/view_01.jpg,Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_001.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_001.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_001.jpg
individual_033,view_02,2026_data/blind_human_annotation_set/images/individual_033/view_02.jpg,Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_002.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_002.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_002.jpg
individual_033,view_03,2026_data/blind_human_annotation_set/images/individual_033/view_03.jpg,Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_003.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_003.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_003.jpg
individual_033,view_04,2026_data/blind_human_annotation_set/images/individual_033/view_04.jpg,Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_004.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_004.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_004.jpg
individual_033,view_05,2026_data/blind_human_annotation_set/images/individual_033/view_05.jpg,Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_005.jpg,2026_data/human_annotated_eval_set/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_005.jpg,2026_data/sorted_12K/training/by_family/Chrysobalanaceae/by_genus/Licania/by_species/hypoleuca/SRLICAHY3/Chrysobalanaceae_Licania_hypoleuca_SRLICAHY3_005.jpg
individual_034,view_01,2026_data/blind_human_annotation_set/images/individual_034/view_01.jpg,Clusiaceae_Symphonia_globulifera_SRSYMPGL2_001.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_001.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_001.jpg
individual_034,view_02,2026_data/blind_human_annotation_set/images/individual_034/view_02.jpg,Clusiaceae_Symphonia_globulifera_SRSYMPGL2_002.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_002.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_002.jpg
individual_034,view_03,2026_data/blind_human_annotation_set/images/individual_034/view_03.jpg,Clusiaceae_Symphonia_globulifera_SRSYMPGL2_003.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_003.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_003.jpg
individual_034,view_04,2026_data/blind_human_annotation_set/images/individual_034/view_04.jpg,Clusiaceae_Symphonia_globulifera_SRSYMPGL2_004.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_004.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_004.jpg
individual_034,view_05,2026_data/blind_human_annotation_set/images/individual_034/view_05.jpg,Clusiaceae_Symphonia_globulifera_SRSYMPGL2_005.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_005.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Symphonia/by_species/globulifera/SRSYMPGL2/Clusiaceae_Symphonia_globulifera_SRSYMPGL2_005.jpg
individual_035,view_01,2026_data/blind_human_annotation_set/images/individual_035/view_01.jpg,Clusiaceae_Tovomita_stylosa_SHTOVOST2_001.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_001.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_001.jpg
individual_035,view_02,2026_data/blind_human_annotation_set/images/individual_035/view_02.jpg,Clusiaceae_Tovomita_stylosa_SHTOVOST2_002.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_002.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_002.jpg
individual_035,view_03,2026_data/blind_human_annotation_set/images/individual_035/view_03.jpg,Clusiaceae_Tovomita_stylosa_SHTOVOST2_003.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_003.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_003.jpg
individual_035,view_04,2026_data/blind_human_annotation_set/images/individual_035/view_04.jpg,Clusiaceae_Tovomita_stylosa_SHTOVOST2_004.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_004.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_004.jpg
individual_035,view_05,2026_data/blind_human_annotation_set/images/individual_035/view_05.jpg,Clusiaceae_Tovomita_stylosa_SHTOVOST2_005.jpg,2026_data/human_annotated_eval_set/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_005.jpg,2026_data/sorted_12K/training/by_family/Clusiaceae/by_genus/Tovomita/by_species/stylosa/SHTOVOST2/Clusiaceae_Tovomita_stylosa_SHTOVOST2_005.jpg
individual_036,view_01,2026_data/blind_human_annotation_set/images/individual_036/view_01.jpg,Combretaceae_Terminalia_oblonga_PPTERMOB5_001.jpg,2026_data/human_annotated_eval_set/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_001.jpg,2026_data/sorted_12K/training/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_001.jpg
individual_036,view_02,2026_data/blind_human_annotation_set/images/individual_036/view_02.jpg,Combretaceae_Terminalia_oblonga_PPTERMOB5_002.jpg,2026_data/human_annotated_eval_set/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_002.jpg,2026_data/sorted_12K/training/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_002.jpg
individual_036,view_03,2026_data/blind_human_annotation_set/images/individual_036/view_03.jpg,Combretaceae_Terminalia_oblonga_PPTERMOB5_003.jpg,2026_data/human_annotated_eval_set/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_003.jpg,2026_data/sorted_12K/training/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_003.jpg
individual_036,view_04,2026_data/blind_human_annotation_set/images/individual_036/view_04.jpg,Combretaceae_Terminalia_oblonga_PPTERMOB5_004.jpg,2026_data/human_annotated_eval_set/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_004.jpg,2026_data/sorted_12K/training/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_004.jpg
individual_036,view_05,2026_data/blind_human_annotation_set/images/individual_036/view_05.jpg,Combretaceae_Terminalia_oblonga_PPTERMOB5_005.jpg,2026_data/human_annotated_eval_set/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_005.jpg,2026_data/sorted_12K/training/by_family/Combretaceae/by_genus/Terminalia/by_species/oblonga/PPTERMOB5/Combretaceae_Terminalia_oblonga_PPTERMOB5_005.jpg
individual_037,view_01,2026_data/blind_human_annotation_set/images/individual_037/view_01.jpg,Connaraceae_Cnestidium_rufescens_MECNESRU4_001.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_001.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_001.jpg
individual_037,view_02,2026_data/blind_human_annotation_set/images/individual_037/view_02.jpg,Connaraceae_Cnestidium_rufescens_MECNESRU4_002.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_002.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_002.jpg
individual_037,view_03,2026_data/blind_human_annotation_set/images/individual_037/view_03.jpg,Connaraceae_Cnestidium_rufescens_MECNESRU4_003.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_003.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_003.jpg
individual_037,view_04,2026_data/blind_human_annotation_set/images/individual_037/view_04.jpg,Connaraceae_Cnestidium_rufescens_MECNESRU4_004.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_004.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_004.jpg
individual_037,view_05,2026_data/blind_human_annotation_set/images/individual_037/view_05.jpg,Connaraceae_Cnestidium_rufescens_MECNESRU4_005.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_005.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Cnestidium/by_species/rufescens/MECNESRU4/Connaraceae_Cnestidium_rufescens_MECNESRU4_005.jpg
individual_038,view_01,2026_data/blind_human_annotation_set/images/individual_038/view_01.jpg,Connaraceae_Connarus_panamensis_ANCONNPA5_001.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_001.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_001.jpg
individual_038,view_02,2026_data/blind_human_annotation_set/images/individual_038/view_02.jpg,Connaraceae_Connarus_panamensis_ANCONNPA5_002.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_002.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_002.jpg
individual_038,view_03,2026_data/blind_human_annotation_set/images/individual_038/view_03.jpg,Connaraceae_Connarus_panamensis_ANCONNPA5_003.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_003.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_003.jpg
individual_038,view_04,2026_data/blind_human_annotation_set/images/individual_038/view_04.jpg,Connaraceae_Connarus_panamensis_ANCONNPA5_004.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_004.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_004.jpg
individual_038,view_05,2026_data/blind_human_annotation_set/images/individual_038/view_05.jpg,Connaraceae_Connarus_panamensis_ANCONNPA5_005.jpg,2026_data/human_annotated_eval_set/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_005.jpg,2026_data/sorted_12K/training/by_family/Connaraceae/by_genus/Connarus/by_species/panamensis/ANCONNPA5/Connaraceae_Connarus_panamensis_ANCONNPA5_005.jpg
individual_039,view_01,2026_data/blind_human_annotation_set/images/individual_039/view_01.jpg,Convolvulaceae_Maripa_panamensis_PEA0224_001.jpg,2026_data/human_annotated_eval_set/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_001.jpg,2026_data/sorted_12K/training/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_001.jpg
individual_039,view_02,2026_data/blind_human_annotation_set/images/individual_039/view_02.jpg,Convolvulaceae_Maripa_panamensis_PEA0224_002.jpg,2026_data/human_annotated_eval_set/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_002.jpg,2026_data/sorted_12K/training/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_002.jpg
individual_039,view_03,2026_data/blind_human_annotation_set/images/individual_039/view_03.jpg,Convolvulaceae_Maripa_panamensis_PEA0224_003.jpg,2026_data/human_annotated_eval_set/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_003.jpg,2026_data/sorted_12K/training/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_003.jpg
individual_039,view_04,2026_data/blind_human_annotation_set/images/individual_039/view_04.jpg,Convolvulaceae_Maripa_panamensis_PEA0224_004.jpg,2026_data/human_annotated_eval_set/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_004.jpg,2026_data/sorted_12K/training/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_004.jpg
individual_039,view_05,2026_data/blind_human_annotation_set/images/individual_039/view_05.jpg,Convolvulaceae_Maripa_panamensis_PEA0224_005.jpg,2026_data/human_annotated_eval_set/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_005.jpg,2026_data/sorted_12K/training/by_family/Convolvulaceae/by_genus/Maripa/by_species/panamensis/PEA0224/Convolvulaceae_Maripa_panamensis_PEA0224_005.jpg
individual_040,view_01,2026_data/blind_human_annotation_set/images/individual_040/view_01.jpg,Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_001.jpg,2026_data/human_annotated_eval_set/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_001.jpg,2026_data/sorted_12K/training/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_001.jpg
individual_040,view_02,2026_data/blind_human_annotation_set/images/individual_040/view_02.jpg,Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_002.jpg,2026_data/human_annotated_eval_set/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_002.jpg,2026_data/sorted_12K/training/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_002.jpg
individual_040,view_03,2026_data/blind_human_annotation_set/images/individual_040/view_03.jpg,Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_003.jpg,2026_data/human_annotated_eval_set/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_003.jpg,2026_data/sorted_12K/training/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_003.jpg
individual_040,view_04,2026_data/blind_human_annotation_set/images/individual_040/view_04.jpg,Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_004.jpg,2026_data/human_annotated_eval_set/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_004.jpg,2026_data/sorted_12K/training/by_family/Dichapetalaceae/by_genus/Dichapetalum/by_species/gentryi/OLDICHGE2/Dichapetalaceae_Dichapetalum_gentryi_OLDICHGE2_004.jpg
